grd_edit,Warranty_edit,Power_edit,Sl. No.,Make,Model,Variant,Displacement,Cylinders,Valves_Per_Cylinder,Drivetrain,Cylinder_Configuration,Engine_Location,Fuel_System,Fuel_Tank_Capacity_litre,Fuel_Type,Height_mm,Length_mm,Width_mm,Body_Type,Doors,City_Mileage_km_litre,Highway_Mileage_km_litre,ARAI_Certified_Mileage,ARAI_Certified_Mileage_for_CNG,Kerb_Weight,Gears,Ground_Clearance,Front_Brakes,Rear_Brakes,Front_Suspension,Rear_Suspension,Front_Track,Rear_Track,Front_Tyre_&_Rim,Rear_Tyre_&_Rim,Power_Steering,Power_Windows,Power_Seats,Keyless_Entry,Power,Torque,Odometer,Speedometer,Tachometer,Tripmeter,Seating_Capacity,Seats_Material,Type,Wheelbase,Wheels_Size,Start_/_Stop_Button,12v_Power_Outlet,Audiosystem,Aux-in_Compatibility,Average_Fuel_Consumption,Basic_Warranty,Bluetooth,Boot-lid_Opener,Boot_Space_litre,CD_/_MP3_/_DVD_Player,Central_Locking,Child_Safety_Locks,Clock,Cup_Holders,Distance_to_Empty,Door_Pockets,Engine_Malfunction_Light,Extended_Warranty,FM_Radio,Fuel-lid_Opener,Fuel_Gauge,Handbrake,Instrument_Console,Low_Fuel_Warning,Minimum_Turning_Radius,Multifunction_Display,Sun_Visor,Third_Row_AC_Vents,Ventilation_System,Auto-Dimming_Rear-View_Mirror,Hill_Assist,Gear_Indicator,3_Point_Seat-Belt_in_Middle_Rear_Seat,Ambient_Lightning,Cargo/Boot_Lights,Drive_Modes,Engine_Immobilizer,High_Speed_Alert_System,Lane_Watch_Camera/_Side_Mirror_Camera,Passenger_Side_Seat-Belt_Reminder,Seat_Back_Pockets,Voice_Recognition,Walk_Away_Auto_Car_Lock,ABS_(Anti-lock_Braking_System),Headlight_Reminder,Adjustable_Headrests,Gross_Vehicle_Weight,Airbags,Door_Ajar_Warning,EBD_(Electronic_Brake-force_Distribution),Fasten_Seat_Belt_Warning,Gear_Shift_Reminder,Number_of_Airbags,Compression_Ratio,Adjustable_Steering_Column,Other_Specs,Parking_Assistance,Key_Off_Reminder,USB_Compatibility,Android_Auto,Apple_CarPlay,Cigarette_Lighter,Infotainment_Screen,Multifunction_Steering_Wheel,Average_Speed,EBA_(Electronic_Brake_Assist),Seat_Height_Adjustment,Navigation_System,Second_Row_AC_Vents,Tyre_Pressure_Monitoring_System,Rear_Center_Armrest,iPod_Compatibility,ESP_(Electronic_Stability_Program),Cooled_Glove_Box,Recommended_Tyre_Pressure,Heated_Seats,Turbocharger,ISOFIX_(Child-Seat_Mount),Rain_Sensing_Wipers,Paddle_Shifters,Leather_Wrapped_Steering,Automatic_Headlamps,Engine_Type,ASR_/_Traction_Control,Cruise_Control,Heads-Up_Display,Welcome_Lights,Battery,Electric_Range,Safety_Count,count_yes
165.0,0,123.0,407,Hyundai,Verna,1.6 Vtvt Sx Plus At,1591.0,4.0,4.0,FWD (Front Wheel Drive),In-line,"Front, Longitudinal",Injection,45.0,Petrol,1445,4440,1729,Sedan,4.0,,,17.7 km/litre,,,6,165 mm,Ventilated Disc,Drum,McPherson struts with coil spring,Couple Torsion Beam Axle,,,195/55 R16,195/55 R16,Electric Power,All Windows,,Smart Key,123PS@6400rpm,155Nm@4850rpm,Digital,Analog,Analog,Yes,5.0,Leather,Automatic,2600 mm,195 / 55 R16,,Yes,CD Player with USB & Aux-in,Yes,Yes,,Yes,"Internal, With Remote",465.0,Yes,Yes,Yes,Digital,Front & Rear,Yes,Front & Rear,Yes,,Yes,Internal,Digital,Manual,Analog + Digital,Yes,5.2,Yes,Driver & Front Passenger,,Fully automatic climate control,,,,,,,,Yes,,,,Yes,,,Yes,Yes,All Rows,,"Driver frontal airbag, Front passenger frontal airbag, Drive side airbag, Front passenger side airbag, Curtain airbags",Yes,Yes,Yes,,6.0,,"Rake, Reach",,Rear sensors with camera,Yes,Yes,,,Yes,Touch Sensitive,Multifunction Steering Wheel,Yes,,Manual Adjustment,,Yes,,Cup Holders,Yes,,Yes,,Yes,,,,,Yes,Yes,,,Yes,,,,,8,31
165.0,0,128.0,408,Hyundai,Verna,1.6 Crdi Sx(O) At,1582.0,4.0,4.0,FWD (Front Wheel Drive),In-line,"Front, Transverse",Injection,45.0,Diesel,1445,4440,1729,Sedan,4.0,14.0,17.0,17.1 km/litre,,,6,165 mm,Ventilated Disc,Drum,McPherson struts with coil spring,Couple Torsion Beam Axle,,,195/55R16,195/55R16,Electric Power,All Windows,,Yes,128ps@4000rpm,260Nm@1500-3000rpm,Digital,Analog,Analog,Yes,5.0,Fabric,Automatic,2600 mm,195/55R16,,Yes,CD Player with USB & Aux-in,Yes,Yes,,Yes,"With Remote, Internal",465.0,Yes,Yes,Yes,Digital,Front & Rear,Yes,Front & Rear,Yes,,Yes,Internal,Digital,Manual,Analog + Digital,Yes,5.2,Yes,Driver & Front Passenger,,Fully automatic climate control,,,,,,,,Yes,,,,Yes,,,Yes,Yes,Front Row,,"Driver frontal airbag, Front passenger frontal airbag",Yes,Yes,Yes,,2.0,,"Rake, Reach",,Rear sensors with camera,Yes,Yes,,,Yes,Touch Sensitive,Multifunction Steering Wheel,Yes,,Manual Adjustment,,Yes,,Cup Holders,,,Yes,,,,,,,Yes,Yes,,,Yes,,,,,8,30
165.0,2,100.0,409,Hyundai,Verna,1.4 Crdi E,1396.0,4.0,4.0,FWD (Front Wheel Drive),In-line,"Front, Transverse",Injection,45.0,Diesel,1445,4440,1729,Sedan,4.0,,,,,,5,165 mm,Ventilated Disc,Drum,MacPherson struts with coil spring,Couple Torsion Beam Axle,,,195/55R16,195/55R16,Electric Power,All Windows,,,100PS@6000rpm,133Nm@4000rpm,Digital,Analog,Analog,Yes,5.0,Fabric,Manual,2600 mm,195/55R16,,Yes,CD Player with USB & Aux-in,Yes,Yes,2 years / Unlimited Kms,,Internal,465.0,Yes,Yes,Yes,Digital,Front & Rear,Yes,Front & Rear,Yes,"3rd /4th Years / up to80,000 Kms (Whichever comes earlier)",Yes,"Internal, With Remote",Digital,Manual,Analog + Digital,Yes,5.2,Yes,Driver & Front Passenger,Not Applicable,Manual Air conditioning with cooling and heating,,,Yes,,,,,Yes,,,,Yes,,,Yes,Yes,Front Row,,"Driver frontal airbag, Front passenger frontal airbag",Yes,Yes,Yes,Yes,2.0,,Rake,,,Yes,Yes,,,Yes,Touch Sensitive,,Yes,,Manual Adjustment,,,,Cup Holders,,,Yes,,,,,,,Yes,Yes,,,,,,,,8,28
165.0,2,100.0,410,Hyundai,Verna,1.4 Crdi Ex,1396.0,4.0,4.0,FWD (Front Wheel Drive),In-line,"Front, Transverse",Injection,45.0,Diesel,1445,4440,1729,Sedan,4.0,,,,,,5,165 mm,Ventilated Disc,Drum,MacPherson struts with coil spring,Couple Torsion Beam Axle,,,195/55R16,195/55R16,Electric Power,All Windows,,Yes,100PS@6000rpm,133Nm@4000rpm,Digital,Analog,Analog,Yes,5.0,Fabric,Manual,2600 mm,195/55R16,,Yes,CD Player with USB & Aux-in,Yes,Yes,2 years / Unlimited Kms,Yes,Internal,465.0,Yes,Yes,Yes,Digital,Front & Rear,Yes,Front & Rear,Yes,"3rd /4th Years / up to80,000 Kms (Whichever comes earlier)",Yes,"Internal, With Remote",Digital,Manual,Analog + Digital,Yes,5.2,Yes,Driver & Front Passenger,Not Applicable,Fully automatic climate control,,,Yes,,,,,Yes,,,,Yes,,,Yes,Yes,Front Row,,"Driver frontal airbag, Front passenger frontal airbag",Yes,Yes,Yes,Yes,2.0,,Rake,,Rear sensors with camera,Yes,Yes,,,Yes,Touch Sensitive,Multifunction Steering Wheel,Yes,,Manual Adjustment,,Yes,,Cup Holders,,,Yes,,,,,,,Yes,Yes,,,Yes,,,,,8,32
180.0,0,109.0,411,Mahindra,Xuv300,1.2 W4,1197.0,,,RWD (Rear Wheel Drive),In-line,"Front, Transverse",Injection,42.0,Petrol,1617,3995,1821,SUV,5.0,,,17 km/litre,,,6,180 mm,Ventilated Disc,Ventilated Disc,MacPherson Strut with anti-roll bar,Twist beam suspension with coil spring,,,205/65 R16,205/65 R16,Yes,Only Front Windows,,,109bhp@5000RPM,200Nm@2000rpm,Yes,Yes,Yes,Yes,5.0,Fabric,Manual,2600 mm,205/65 R16,,Yes,Not on offer,,Yes,,,Manual,259.0,,Yes,Yes,Digital,Yes,Yes,Yes,Yes,,,Manual,Yes,Manual,Digital,Yes,5.3,Yes,Driver & Front Passenger,Not Applicable,Manual Air conditioning with cooling and heating,Yes,,Yes,,,,,Yes,,,,Yes,,,Yes,Yes,Yes,,"Driver frontal airbag, Front passenger frontal airbag",,Yes,Yes,Yes,2.0,,,,,Yes,,,,,,,,Yes,,,,,,,,,,,,,,,,,,,,,,,,9,28
180.0,0,109.0,412,Mahindra,Xuv300,1.2 W6,1197.0,,,RWD (Rear Wheel Drive),In-line,"Front, Transverse",Injection,42.0,Petrol,1617,3995,1821,SUV,5.0,,,17 km/litre,,,6,180 mm,Ventilated Disc,Ventilated Disc,MacPherson Strut with anti-roll bar,Twist beam suspension with coil spring,,,205/65 R16,205/65 R16,Yes,Only Front Windows,,Yes,109bhp@5000RPM,200Nm@2000rpm,Yes,Yes,Yes,Yes,5.0,Fabric,Manual,2600 mm,205/65 R16,,Yes,CD Player with USB & Aux-in,Yes,,,Yes,Manual,259.0,Yes,Yes,Yes,Digital,Yes,Yes,Yes,Yes,,Yes,Manual,Yes,Manual,Digital,Yes,5.3,Yes,Driver & Front Passenger,,Manual Air conditioning with cooling and heating,Yes,,,,,,,Yes,,,,Yes,,,Yes,,Yes,,"Driver frontal airbag, Front passenger frontal airbag",Yes,Yes,Yes,,2.0,,Yes,,,Yes,Yes,,,,Touch Sensitive,Yes,,Yes,Manual Adjustment,,Yes,,Yes,Yes,,,,,,Yes,,,,,,,,,,,,9,37
180.0,0,109.0,413,Mahindra,Xuv300,1.2 W8,1197.0,,,RWD (Rear Wheel Drive),In-line,"Front, Transverse",Injection,42.0,Petrol,1617,3995,1821,SUV,5.0,,,17 km/litre,,,6,180 mm,Ventilated Disc,Ventilated Disc,MacPherson Strut with anti-roll bar,Twist beam suspension with coil spring,,,205/65 R16,205/65 R16,Yes,All Windows,Yes,Yes,109bhp@5000RPM,200Nm@2000rpm,Yes,Yes,Yes,Yes,5.0,Leather,Manual,2600 mm,205/65 R16,Yes,Yes,CD Player with USB & Aux-in,Yes,Yes,,Yes,Manual,259.0,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,,Yes,Manual,Yes,Manual,Digital,Yes,5.3,Yes,Driver & Front Passenger,Not Applicable,2 Zone Climate Control,Yes,Yes,,,,,,Yes,,,,Yes,,,Yes,Yes,Yes,,"Driver frontal airbag, Front passenger frontal airbag",Yes,Yes,Yes,Yes,2.0,,Yes,,Rear sensors with camera,Yes,Yes,,,,Touch Sensitive,Multifunction Steering Wheel,Yes,Yes,Manual Adjustment,Yes,Yes,,Yes,Yes,Yes,Yes,,Yes,,Yes,Yes,,Yes,Yes,,,,,,,,10,51
180.0,0,109.0,414,Mahindra,Xuv300,1.2 W8(O),1197.0,,,RWD (Rear Wheel Drive),In-line,"Front, Transverse",Injection,42.0,Petrol,1617,3995,1821,SUV,5.0,,,17 km/litre,,,6,180 mm,Ventilated Disc,Ventilated Disc,MacPherson Strut with anti-roll bar,Twist beam suspension with coil spring,,,205/65 R16,205/65 R16,Yes,All Windows,,Yes,109bhp@5000RPM,200Nm@2000rpm,Yes,Yes,Yes,Yes,5.0,Leather,Manual,2600 mm,205/65 R16,Yes,Yes,CD Player with USB & Aux-in,Yes,Yes,,Yes,Manual,259.0,Yes,Yes,Yes,Yes,Yes,,Yes,Yes,,Yes,Manual,Yes,Manual,Digital,Yes,5.3,Yes,Driver & Front Passenger,,2 Zone Climate Control,Yes,Yes,Yes,,,,,Yes,,,,,,,Yes,Yes,Yes,,"Front passenger frontal airbag, Driver frontal airbag",Yes,Yes,Yes,Yes,2.0,,Yes,,Front and rear sensors with camera,Yes,Yes,,,,Touch Sensitive,Multifunction Steering Wheel,Yes,Yes,Electric Adjustment,Yes,Yes,,Yes,Yes,Yes,Yes,,,,Yes,Yes,,Yes,,,Yes,,,,,,10,48
180.0,0,115.0,415,Mahindra,Xuv300,1.5 W4,1497.0,,,RWD (Rear Wheel Drive),In-line,"Front, Transverse",Injection,42.0,Diesel,1617,3995,1821,SUV,5.0,,,20 km/litre,,,6,180 mm,Ventilated Disc,Ventilated Disc,MacPherson Strut with anti-roll bar,Twist beam suspension with coil spring,,,205/65 R16,205/65 R16,Yes,All Windows,,,115bhp@3750rpm,300Nm@1500rpm,Yes,Yes,Yes,Yes,5.0,Fabric,Manual,2600 mm,205/65 R16,,Yes,Not on offer,,Yes,,,Manual,259.0,,Yes,Yes,Yes,Yes,Yes,Yes,Yes,,,Internal,Yes,Manual,Digital,Yes,5.3,Yes,Driver Only,Not Applicable,Manual Air conditioning with cooling and heating,Yes,,Yes,,,,,Yes,,,,,,,Yes,,Yes,,"Driver frontal airbag, Front passenger frontal airbag",Yes,Yes,Yes,Yes,2.0,,Yes,,Rear sensors,Yes,,,,,,,,,Manual Adjustment,,Yes,,Yes,,,,,,,Yes,,,,,,,,,,,,8,31
180.0,0,115.0,416,Mahindra,Xuv300,1.5 W6,1497.0,,,RWD (Rear Wheel Drive),In-line,"Front, Transverse",Injection,42.0,Diesel,1617,3995,1821,SUV,5.0,,,20 km/litre,,,6,180 mm,Ventilated Disc,Ventilated Disc,MacPherson Strut with anti-roll bar,Twist beam suspension with coil spring,,,205/65 R16,205/65 R16,Yes,All Windows,Yes,Yes,115bhp@3750rpm,300Nm@1500rpm,Yes,Yes,Yes,Yes,5.0,Leather,Manual,2600 mm,205/65 R16,Yes,Yes,CD Player with USB & Aux-in,Yes,Yes,,Yes,Manual,259.0,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,,Yes,Manual,Yes,Manual,Digital,Yes,5.3,Yes,,Not Applicable,Manual Air conditioning with cooling and heating,Yes,,,,,,,Yes,,,,Yes,,,Yes,Yes,Yes,,"Front passenger frontal airbag, Driver frontal airbag",Yes,Yes,Yes,,2.0,,Yes,,Rear sensors with camera,Yes,Yes,,,,Touch Sensitive,Multifunction Steering Wheel,,,Manual Adjustment,Yes,,,Yes,Yes,,Yes,,Yes,,Yes,Yes,Yes,Yes,Yes,,,,,,,,9,46
180.0,0,115.0,417,Mahindra,Xuv300,1.5 W8,1497.0,,,RWD (Rear Wheel Drive),In-line,"Front, Transverse",Injection,42.0,Diesel,1617,3995,1821,SUV,5.0,,,20 km/litre,,,6,180 mm,Ventilated Disc,Ventilated Disc,MacPherson Strut with anti-roll bar,Twist beam suspension with coil spring,,,205/65 R16,205/65 R16,Yes,All Windows,,Yes,115bhp@3750rpm,300Nm@1500rpm,Yes,Yes,Yes,Yes,5.0,Leather,Manual,2600 mm,205/65 R16,Yes,Yes,CD Player with USB & Aux-in,Yes,Yes,,Yes,Manual,259.0,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,,Yes,Manual,Yes,Manual,Digital,Yes,5.3,Yes,Driver & Front Passenger,Not Applicable,2 Zone Climate Control,Yes,Yes,Yes,,,,,Yes,,,,Yes,,,Yes,Yes,All Rows,,"Driver frontal airbag, Front passenger frontal airbag",Yes,Yes,Yes,Yes,2.0,,"Rake, Reach",,Rear sensors with camera,Yes,Yes,,,,Touch Sensitive,Multifunction Steering Wheel,Yes,Yes,Manual Adjustment,Yes,Yes,,Yes,Yes,Yes,Yes,,,,Yes,Yes,,Yes,,,Yes,,,,,,10,48
180.0,0,115.0,418,Mahindra,Xuv300,1.5 W8 (O),1497.0,,,RWD (Rear Wheel Drive),In-line,"Front, Transverse",Injection,42.0,Diesel,1617,3995,1821,SUV,5.0,,,20 km/litre,,,6,180 mm,Ventilated Disc,Ventilated Disc,MacPherson Strut with anti-roll bar,Twist beam suspension with coil spring,,,205/65 R16,205/65 R16,Yes,All Windows,,Yes,115bhp@3750rpm,300Nm@1500rpm,Yes,Yes,Yes,Yes,5.0,Leather,Manual,2600 mm,205/65 R16,Yes,Yes,CD Player with USB & Aux-in,Yes,Yes,,Yes,Manual,259.0,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,,Yes,Manual,Yes,Manual,Digital,Yes,5.3,Yes,Driver & Front Passenger,Not Applicable,2 Zone Climate Control,Yes,Yes,Yes,,,,,Yes,,,,Yes,,,Yes,Yes,Yes,,"Driver frontal airbag, Front passenger frontal airbag",Yes,Yes,Yes,Yes,2.0,,Yes,,Front & rear sensors with 360 degree view,Yes,Yes,,,,Touch Sensitive,Multifunction Steering Wheel,,Yes,Semi Automatic Adjustment,Yes,Yes,,Yes,Yes,Yes,Yes,,Yes,,Yes,Yes,,Yes,Yes,,,,,,,,10,50
180.0,0,115.0,419,Mahindra,Xuv300,1.5 W8 Amt,1497.0,,,RWD (Rear Wheel Drive),In-line,"Front, Transverse",Injection,42.0,Diesel,1617,3995,1821,SUV,5.0,,,20 km/litre,,,6,180 mm,Ventilated Disc,Ventilated Disc,MacPherson Strut with anti-roll bar,Twist beam suspension with coil spring,,,205/65 R16,205/65 R16,Yes,All Windows,,Yes,115bhp@3750rpm,300Nm@1500rpm,Yes,Yes,Yes,Yes,5.0,Leather,Automatic,2600 mm,205/65 R16,Yes,Yes,CD Player with USB & Aux-in,Yes,Yes,,Yes,Manual,259.0,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,,Yes,Manual,Yes,Manual,Digital,Yes,5.3,Yes,Driver & Front Passenger,Not Applicable,2 Zone Climate Control,Yes,Yes,Yes,,,,,Yes,,,,Yes,,,Yes,Yes,All Rows,,"Driver frontal airbag, Front passenger frontal airbag",Yes,Yes,Yes,Yes,2.0,,"Rake, Reach",,Rear sensors with camera,Yes,Yes,,,,Touch Sensitive,Multifunction Steering Wheel,Yes,Yes,Manual Adjustment,Yes,Yes,,Yes,Yes,Yes,Yes,,,,Yes,Yes,,Yes,,,Yes,,,,,,10,48
180.0,0,115.0,420,Mahindra,Xuv300,1.5 W8 (O) Amt,1497.0,,,RWD (Rear Wheel Drive),In-line,"Front, Transverse",Injection,42.0,Diesel,1617,3995,1821,SUV,5.0,,,20 km/litre,,,6,180 mm,Ventilated Disc,Ventilated Disc,MacPherson Strut with anti-roll bar,Twist beam suspension with coil spring,,,205/65 R16,205/65 R16,Yes,All Windows,,Yes,115bhp@3750rpm,300Nm@1500rpm,Yes,Yes,Yes,Yes,5.0,Leather,Automatic,2600 mm,205/65 R16,Yes,Yes,CD Player with USB & Aux-in,Yes,Yes,,Yes,Manual,259.0,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,,Yes,Manual,Yes,Manual,Digital,Yes,5.3,Yes,Driver & Front Passenger,Not Applicable,2 Zone Climate Control,Yes,Yes,Yes,,,,,Yes,,,,Yes,,,Yes,Yes,Yes,,"Driver frontal airbag, Front passenger frontal airbag",Yes,Yes,Yes,Yes,2.0,,Yes,,Front & rear sensors with 360 degree view,Yes,Yes,,,,Touch Sensitive,Multifunction Steering Wheel,,Yes,Semi Automatic Adjustment,Yes,Yes,,Yes,Yes,Yes,Yes,,Yes,,Yes,Yes,,Yes,Yes,,,,,,,,10,50
180.0,0,115.0,421,Mahindra,Xuv300,1.5 W6 Amt,1497.0,4.0,,RWD (Rear Wheel Drive),In-line,"Front, Transverse",Injection,42.0,Diesel,1617,3995,1821,SUV,5.0,,,20 km/litre,,,6,180 mm,Ventilated Disc,Ventilated Disc,MacPherson Strut with anti-roll bar,Twist beam suspension with coil spring,,,205/65 R16,205/65 R16,Yes,All Windows,Yes,Yes,115bhp@3750rpm,300Nm@1500rpm,Yes,Yes,Yes,Yes,5.0,Leather,AMT,2600 mm,205/65 R16,Yes,Yes,CD Player with USB & Aux-in,Yes,Yes,,Yes,Manual,259.0,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,,Yes,Manual,Yes,Manual,Digital,Yes,5.3,Yes,,Not Applicable,Manual Air conditioning with cooling and heating,Yes,,,,,,,Yes,,,,Yes,,,Yes,Yes,Yes,,"Front passenger frontal airbag, Driver frontal airbag",Yes,Yes,Yes,,2.0,,Yes,,Rear sensors with camera,Yes,Yes,,,,Touch Sensitive,Multifunction Steering Wheel,,,Manual Adjustment,Yes,,,Yes,Yes,,Yes,,Yes,,Yes,Yes,Yes,Yes,Yes,,,,,,,,9,46
174.0,0,85.0,422,Renault,Lodgy,85 Ps Std,1461.0,4.0,4.0,FWD (Front Wheel Drive),In-line,"Front, Transverse",Injection,50.0,Diesel,1697,4498,1751,MUV,4.0,21.04,,21.04 km/litre,,1299 kg,5,174 mm,Ventilated Disc,Drum,,,1490 mm,1478 mm,185 / 65 R15,185 / 65 R15,Electro-Hydraulic,,,,85PS@3750rpm,200Nm@1900rpm,Digital,Analog,Analog,Yes,8.0,Fabric,Manual,2810 mm,R15,,Yes,Not on offer,,Yes,,,Internal,207.0,,,Yes,Digital,Centre,Yes,Front,,1 years /30000 Kms (years/distance whichever comes first),,Internal,Digital,Manual,Analog + Digital,Yes,5.55,Yes,Driver & Front Passenger,,Manual Air conditioning with cooling and heating,,,,,,,,Yes,,,,,,,Yes,,,1338 kg,,Yes,Yes,,,,,Rake,,,,,,,,,,Yes,Yes,,,,,,,,,,,Yes,,,,,,,,,,,,,5,14
174.0,2,85.0,423,Renault,Lodgy,85 Ps Rxe 8 Seater,1461.0,4.0,4.0,FWD (Front Wheel Drive),In-line,"Front, Transverse",Injection,50.0,Diesel,1697,4498,1751,MUV,4.0,21.04,,21.04 km/litre,,1299 kg,5,174 mm,Ventilated Disc,Drum,,Torsion Beam with Anti roll bars,1490 mm,1478 mm,185 / 65 R15,185 / 65 R15,Electro-Hydraulic,All Windows,,Remote,85PS@3750rpm,200Nm@1900rpm,Digital,Analog,Analog,Yes,8.0,Fabric,Manual,2810 mm,R15,,2,Not on offer,,Yes,2 years /50000 Kms (years/distance whichever comes first),,Internal,207.0,,Yes,Yes,Digital,Front,Yes,Front,,1 years /30000 Kms (years/distance whichever comes first),,Internal,Digital,Manual,Analog + Digital,Yes,5.55,Yes,Driver & Front Passenger,Yes,Manual Air conditioning with cooling and heating,,,,,,,,Yes,,,,,,,Yes,,Yes,1338 kg,,Yes,Yes,Yes,,,,Rake,,,,,,,,,,Yes,Yes,,,Yes,,,,,,,,,,,,,,,,,,,,,7,17
174.0,2,110.0,424,Renault,Lodgy,Stepway Rxz 110Ps 8-Seater,1461.0,4.0,4.0,FWD (Front Wheel Drive),In-line,"Front, Transverse",Injection,50.0,Diesel,1697,4498,1751,MUV,4.0,21.04,,19.98 km/litre,,1338 kg,6,174 mm,Ventilated Disc,Drum,2-link double-wishbone aluminum-alloy suspension with aluminum subframe,3-link rigid axle with coil spring,1490 mm,1478 mm,185/65 R15,185/65 R15,Electro-Hydraulic,All Windows,,Remote,110PS@4000rpm,245Nm@1750rpm,Digital,Analog,Analog,Yes,,Leather,Manual,2810 mm,185/65 R15,,3,DVD Player with USB & Aux-in,Yes,Yes,2 years /50000 Kms (years/distance whichever comes first),Yes,Internal,759.0,Yes,Yes,Yes,Digital,Front & Rear,Yes,Front & Rear,,1 years /30000 Kms (years/distance whichever comes first),Yes,Internal,Digital,Manual,Analog + Digital,Yes,5.55,Yes,Driver & Front Passenger,Yes,Manual Air conditioning with cooling and heating,,,,,,,,Yes,,,,,,,Yes,Yes,,,"Driver frontal airbag, Front passenger frontal airbag",Yes,Yes,Yes,,2.0,,Rake,,Rear sensors with camera,,Yes,,,,Yes,Yes,Yes,Yes,Manual Adjustment,Yes,Yes,,Yes,,,,,,,,,,Yes,,,,Yes,,,,,7,28
174.0,2,110.0,425,Renault,Lodgy,Stepway Rxz 110Ps 7-Seater,1461.0,4.0,4.0,FWD (Front Wheel Drive),In-line,"Front, Transverse",Injection,50.0,Diesel,1697,4498,1751,MUV,4.0,21.04,,19.98 km/litre,,1368 kg,6,174 mm,Ventilated Disc,Drum,2-link double-wishbone aluminum-alloy suspension with aluminum subframe,"3 link, coil spring suspension",1490 mm,1478 mm,185/65 R15,185/65 R15,Electro-Hydraulic,All Windows,,Remote,110PS@4000rpm,245Nm@1750rpm,Digital,Analog,Analog,Yes,7.0,Leather,Manual,2810 mm,185/65 R15,,3,DVD Player with USB & Aux-in,Yes,Yes,2 years /50000 Kms (years/distance whichever comes first),Yes,Internal,207.0,Yes,Yes,Yes,Digital,Front & Rear,Yes,Front & Rear,,1 years /30000 Kms (years/distance whichever comes first),Yes,Internal,Digital,Manual,Analog + Digital,Yes,5.55,Yes,Driver & Front Passenger,Yes,Manual Air conditioning with cooling and heating,,,,,,,,Yes,,,,,,,Yes,Yes,,,"Driver frontal airbag, Front passenger frontal airbag",Yes,Yes,Yes,,2.0,,Rake,,Rear sensors with camera,,Yes,,,,Yes,Yes,Yes,Yes,Manual Adjustment,Yes,Yes,,Yes,,,,,,,,,,Yes,,,,Yes,,,,,7,28
174.0,2,85.0,426,Renault,Lodgy,Stepway Rxl 85Ps 8-Seater,1461.0,4.0,4.0,FWD (Front Wheel Drive),In-line,"Front, Transverse",Injection,50.0,Diesel,1697,4498,1751,MUV,4.0,21.04,,21.04 km/litre,,1299 kg,5,174 mm,Ventilated Disc,Drum,,,1490 mm,1478 mm,185/65 R16,185/65 R16,Electro-Hydraulic,All Windows,,Remote,85PS@3750rpm,200Nm@1900rpm,Digital,Analog,Analog,Yes,8.0,Leather,Manual,2810 mm,185/65 R16,,2,CD Player with USB & Aux-in,Yes,Yes,2 years /50000 Kms (years/distance whichever comes first),Yes,Internal,207.0,Yes,Yes,Yes,Digital,Front & Rear,Yes,Front & Rear,,1 years /30000 Kms (years/distance whichever comes first),Yes,Internal,Digital,Manual,Analog + Digital,Yes,5.55,Yes,Driver & Front Passenger,Yes,Manual Air conditioning with cooling and heating,,,Yes,,,,,Yes,,,,,,,Yes,Yes,,1338 kg,"Driver frontal airbag, Front passenger frontal airbag",Yes,Yes,Yes,Yes,2.0,,Rake,,Rear sensors with camera,,Yes,,,,Touch Sensitive,,Yes,Yes,,,Yes,,Yes,,,,,,,,,,,,,,,,,,,7,25
174.0,2,85.0,427,Renault,Lodgy,Stepway Rxz 85Ps 8-Seater,1461.0,4.0,4.0,FWD (Front Wheel Drive),In-line,"Front, Transverse",Injection,50.0,Diesel,1697,4498,1751,MUV,4.0,21.04,,21.04 km/litre,,1299 kg,5,174 mm,Ventilated Disc,Drum,,,1490 mm,1478 mm,185/65 R16,185/65 R16,Electro-Hydraulic,All Windows,,Remote,85PS@3750rpm,200Nm@1900rpm,Digital,Analog,Analog,Yes,8.0,Leather,Manual,2810 mm,185/65 R16,,3,CD Player with USB & Aux-in,Yes,Yes,2 years /50000 Kms (years/distance whichever comes first),Yes,Internal,207.0,Yes,Yes,Yes,Digital,Front & Rear,Yes,Front & Rear,,1 years /30000 Kms (years/distance whichever comes first),Yes,Internal,Digital,Manual,Analog + Digital,Yes,5.55,Yes,Driver & Front Passenger,Yes,Manual Air conditioning with cooling and heating,,,Yes,,,,,Yes,,,,,,,Yes,Yes,,1338 kg,"Driver frontal airbag, Front passenger frontal airbag",Yes,Yes,Yes,Yes,2.0,,Rake,,Rear sensors with camera,,Yes,,,,Touch Sensitive,Yes,Yes,Yes,Manual Adjustment,Yes,Yes,,Yes,,,,,,Yes,,,,Yes,,,,Yes,,,,,7,30
